Iteration	Time	TimestepsSoFar	TimestepsThisBatch	fps	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd
30	1.0415944099426269	155220	5174	2843.538924681363	-1587.3386	77.79679	-1326.6111	-1656.3174	199.0	0.0
31	1.0719279607137044	160394	5174	2843.332524408908	-1567.1779	68.80331	-1432.4424	-1663.2758	199.0	0.0
32	1.1023861447970071	165568	5174	2831.6336607127714	-1590.0022	90.755066	-1307.693	-1677.2242	199.0	0.0
33	1.1327987869580587	170742	5174	2835.80232035443	-1593.028	94.28119	-1297.8395	-1694.3665	199.0	0.0
34	1.1632987062136333	175916	5174	2827.8003570107367	-1642.0913	68.81253	-1444.9097	-1731.9319	199.0	0.0
35	1.1939128796259562	181090	5174	2817.1382764115856	-1678.9321	44.86974	-1582.8679	-1743.4521	199.0	0.0
36	1.224320395787557	186264	5174	2836.287844937484	-1653.6388	67.05132	-1485.4097	-1735.448	199.0	0.0
37	1.2549665967623393	191438	5174	2814.211298275681	-1697.0354	67.42457	-1504.8248	-1770.3484	199.0	0.0
38	1.2862753431002298	196612	5174	2754.8021888800145	-1710.9883	59.21198	-1515.6948	-1774.2117	199.0	0.0
39	1.3168375333150228	201786	5174	2822.0806480452825	-1702.2357	88.3441	-1462.1704	-1809.6003	199.0	0.0
40	1.3478009462356568	206960	5174	2785.4896040213334	-1730.8726	66.375435	-1502.8766	-1809.8279	199.0	0.0
41	1.4884170810381572	212134	5174	613.2720012976832	-1739.2502	65.11332	-1564.669	-1830.7014	199.0	0.0
42	1.5190014044443767	217308	5174	2819.940527067887	-1737.1061	59.37604	-1606.4492	-1819.3589	199.0	0.0
43	1.5498780290285745	222482	5174	2793.296357159636	-1731.2642	68.78382	-1592.4951	-1846.0154	199.0	0.0
44	1.5806610266367593	227656	5174	2801.70463553023	-1739.4731	69.8041	-1532.4191	-1851.7291	199.0	0.0
45	1.611436418692271	232830	5174	2802.6707294724365	-1747.1764	88.89025	-1525.6614	-1864.6218	199.0	0.0
46	1.6425081928571066	238004	5174	2775.6582890406326	-1737.783	81.2281	-1572.3436	-1858.022	199.0	0.0
47	1.6728033939997355	243178	5174	2847.841021989498	-1707.8036	82.67331	-1477.2769	-1852.0002	199.0	0.0
48	1.704313306013743	248352	5174	2738.0080881105177	-1728.4896	82.16512	-1553.4214	-1838.3918	199.0	0.0
49	1.7359211842219036	253526	5174	2728.5685505838715	-1702.3385	67.63966	-1521.0483	-1813.5668	199.0	0.0
50	1.7671769897143046	258700	5174	2759.3098302848643	-1727.1581	71.74513	-1571.3997	-1837.8357	199.0	0.0
51	1.798254426320394	263874	5174	2775.158519112638	-1722.2911	102.31329	-1513.9818	-1858.687	199.0	0.0
52	1.8302555640538534	269048	5174	2695.029502059833	-1676.0157	64.43949	-1560.5242	-1836.1779	199.0	0.0
53	1.8609390298525492	274222	5174	2810.802469417233	-1710.3398	80.12745	-1519.8706	-1842.4607	199.0	0.0
54	1.8919196804364522	279396	5174	2783.80485311903	-1697.2019	78.07272	-1535.7163	-1826.0286	199.0	0.0
55	1.923150404294332	284570	5174	2761.634377162962	-1736.6178	83.804115	-1548.2285	-1859.2574	199.0	0.0
56	1.9538089911142984	289744	5174	2813.062921123435	-1746.9952	55.652813	-1649.5187	-1846.7545	199.0	0.0
57	1.9845863660176595	294918	5174	2802.228486949969	-1740.0742	66.06528	-1566.2134	-1822.5425	199.0	0.0
58	2.0151349385579427	300092	5174	2823.3274917884582	-1717.701	93.627945	-1406.4307	-1828.7333	199.0	0.0
59	2.0471793452898663	305266	5174	2692.298871040578	-1674.1163	79.69929	-1439.9058	-1800.3856	199.0	0.0
60	2.079643452167511	310440	5174	2656.900103612759	-1708.9558	83.45814	-1501.3118	-1831.6006	199.0	0.0
61	2.219360133012136	315614	5174	617.220059094775	-1687.0028	85.17398	-1471.1344	-1791.9509	199.0	0.0
62	2.250364065170288	320788	5174	2781.787623136236	-1711.2487	65.54152	-1482.831	-1805.1495	199.0	0.0
63	2.2819087266922	325962	5174	2734.0280987964334	-1688.5261	79.89801	-1509.8018	-1803.0825	199.0	0.0
64	2.3125556985537212	331136	5174	2814.147799328536	-1692.521	83.54873	-1384.078	-1779.1902	199.0	0.0
65	2.3432401776313783	336310	5174	2812.3746361632125	-1682.3579	81.77716	-1445.4802	-1777.8058	199.0	0.0
66	2.3741899371147155	341484	5174	2786.7089693146913	-1649.3175	137.12311	-1169.3169	-1774.1465	199.0	0.0
67	2.4051228483517963	346658	5174	2788.0995390795674	-1682.7441	50.859856	-1590.4352	-1763.8081	199.0	0.0
68	2.435959831873576	351832	5174	2796.899278740601	-1641.9305	86.28613	-1399.7317	-1752.2855	199.0	0.0
69	2.4669036904970807	357006	5174	2787.2504964405653	-1677.1321	56.14937	-1501.492	-1744.8882	199.0	0.0
70	2.497719124952952	362180	5174	2798.8518569438356	-1631.8052	70.291046	-1436.8054	-1702.4271	199.0	0.0
71	2.5284401615460714	367354	5174	2807.4610884494023	-1653.3236	43.386974	-1571.877	-1720.1249	199.0	0.0
72	2.559362335999807	372528	5174	2789.0881738721623	-1637.7	75.968285	-1429.6941	-1711.8674	199.0	0.0
73	2.590469972292582	377702	5174	2772.451604965936	-1633.056	61.47514	-1471.5588	-1696.6863	199.0	0.0
74	2.621029857794444	382876	5174	2823.012005261668	-1605.0461	69.797035	-1326.4044	-1675.0632	199.0	0.0
75	2.6546276926994326	388050	5174	2567.0234684916572	-1585.744	63.61024	-1378.8071	-1667.7703	199.0	0.0
76	2.685531707604726	393224	5174	2790.9340190294033	-1579.0054	46.943016	-1472.1276	-1644.5974	199.0	0.0
77	2.7161719759305316	398398	5174	2814.7467740372763	-1562.5575	80.10226	-1262.984	-1624.0654	199.0	0.0
78	2.746991447607676	403572	5174	2798.372929089059	-1537.3635	66.12827	-1315.1799	-1613.1821	199.0	0.0
79	2.780155658721924	408746	5174	2600.645267582821	-1541.2443	59.337666	-1323.8887	-1609.7688	199.0	0.0
80	2.8112443407376606	413920	5174	2774.256691238002	-1531.9933	39.27509	-1422.4678	-1584.7574	199.0	0.0
81	2.953754417101542	419094	5174	605.1282312565897	-1508.4513	62.3181	-1327.0366	-1580.7832	199.0	0.0
82	2.9845149795214336	424268	5174	2803.8812767240684	-1501.7837	48.061386	-1404.4293	-1556.4299	199.0	0.0
83	3.0155239939689635	429442	5174	2781.3968621868926	-1480.0612	52.164917	-1360.3392	-1539.6973	199.0	0.0
84	3.046142911911011	434616	5174	2816.7027899874292	-1478.8563	51.89282	-1320.2668	-1529.5137	199.0	0.0
85	3.0766957879066466	439790	5174	2822.8166519854503	-1474.1458	63.815304	-1235.8029	-1521.9861	199.0	0.0
86	3.1074406147003173	444964	5174	2805.167926975997	-1470.3105	45.914196	-1285.8022	-1519.9194	199.0	0.0
87	3.138113717238108	450138	5174	2811.710002700113	-1456.3647	68.404366	-1179.1489	-1513.5339	199.0	0.0
88	3.1697640736897785	455312	5174	2725.0093826247717	-1452.0212	80.7638	-1125.7175	-1504.3777	199.0	0.0
89	3.200046745936076	460486	5174	2847.983789796496	-1452.116	50.413548	-1299.8066	-1505.1919	199.0	0.0
90	3.2300400654474895	465660	5174	2875.474774885313	-1403.7831	98.90069	-1173.4305	-1501.0813	199.0	0.0
91	3.2607988278071085	470834	5174	2804.001917974916	-1418.0944	64.35105	-1223.0166	-1514.4856	199.0	0.0
92	3.291414717833201	476008	5174	2816.9894426479846	-1432.0812	71.11173	-1247.3071	-1516.8237	199.0	0.0
93	3.322254502773285	481182	5174	2796.64445072756	-1340.1079	107.93187	-1113.6426	-1502.2773	199.0	0.0
94	3.3537249485651652	486356	5174	2740.598635871633	-1151.2119	257.78925	-502.26172	-1504.5461	199.0	0.0
95	3.3841546138127643	491530	5174	2834.3408204979514	-1239.6827	96.60213	-1097.23	-1506.0295	199.0	0.0
96	3.414640720685323	496704	5174	2828.9781334684903	-1307.2673	143.81107	-1070.2224	-1516.4866	199.0	0.0
97	3.445932598908742	501878	5174	2756.2486039884157	-1283.3601	177.40031	-1036.3654	-1513.7378	199.0	0.0
98	3.4770113587379456	507052	5174	2775.1368712158305	-1180.7996	213.19444	-766.1433	-1511.5022	199.0	0.0
99	3.5077877124150594	512226	5174	2802.385173939982	-1292.0603	185.54254	-603.0642	-1503.9647	199.0	0.0
100	3.5383249560991925	517400	5174	2824.343845018872	-1361.1434	77.42438	-1213.7759	-1485.5042	199.0	0.0
