Iteration	Time	TimestepsSoFar	TimestepsThisBatch	fps	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd
81	2.9313039700190227	419094	5174	612.0608223720986	-1463.7023	37.247234	-1397.0244	-1509.4043	199.0	0.0
82	2.9623794555664062	424268	5174	2775.4786635034116	-1464.9707	44.21246	-1339.6853	-1511.572	199.0	0.0
83	2.9932408134142556	429442	5174	2794.567191317747	-1444.9266	63.013844	-1258.752	-1502.4629	199.0	0.0
84	3.0236698389053345	434616	5174	2834.4244845842873	-1449.6732	49.25368	-1326.455	-1503.7856	199.0	0.0
85	3.0543362379074095	439790	5174	2812.384476847523	-1438.531	58.961487	-1283.1696	-1501.6108	199.0	0.0
86	3.084697155157725	444964	5174	2840.6888570658134	-1426.2788	74.64499	-1240.6227	-1506.166	199.0	0.0
87	3.1155455787976583	450138	5174	2795.7469753995774	-1440.7922	67.871864	-1215.5823	-1511.488	199.0	0.0
88	3.146502164999644	455312	5174	2785.992386875416	-1391.6621	183.9894	-896.2822	-1503.959	199.0	0.0
89	3.177079482873281	460486	5174	2820.658183807528	-1287.1127	233.85164	-906.58734	-1505.0437	199.0	0.0
90	3.2087072928746543	465660	5174	2726.84365386737	-1387.0631	179.89145	-828.4353	-1506.9393	199.0	0.0
91	3.239528707663218	470834	5174	2798.3065345482655	-1355.1599	211.17708	-902.99426	-1506.6799	199.0	0.0
92	3.270968548456828	476008	5174	2743.1375699109635	-1329.5774	209.41524	-978.1493	-1507.6162	199.0	0.0
93	3.3019333720207213	481182	5174	2785.275457912316	-1377.262	141.42415	-1063.368	-1506.11	199.0	0.0
94	3.332776153087616	486356	5174	2796.406605094509	-1410.3888	64.15513	-1324.9366	-1510.8064	199.0	0.0
95	3.3632781863212586	491530	5174	2827.517026082443	-1406.5376	109.36906	-1154.2485	-1511.6406	199.0	0.0
96	3.393564788500468	496704	5174	2847.7289107093507	-1484.1069	45.37505	-1312.3113	-1531.7305	199.0	0.0
97	3.424826184908549	501878	5174	2758.906067416416	-1449.8217	75.48448	-1278.1135	-1560.3665	199.0	0.0
98	3.455917704105377	507052	5174	2774.0240566019647	-1492.071	80.273895	-1263.9082	-1606.0712	199.0	0.0
99	3.4878832618395488	512226	5174	2698.3168005443054	-1459.1658	146.3263	-1098.1785	-1627.8047	199.0	0.0
100	3.5187350312868753	517400	5174	2795.4405030145113	-1497.6146	108.857635	-1224.3303	-1640.1218	199.0	0.0
1	0.03177316586176555	5174	5174	2714.0278754865253	-1206.3527	288.30453	-872.5259	-1755.4946	199.0	0.0
2	0.06380757888158163	10348	5174	2692.278830555618	-1531.5533	146.66846	-1356.6722	-1888.4346	199.0	0.0
3	0.09516343275705973	15522	5174	2750.5382734876516	-1624.226	133.64372	-1364.9231	-1901.5132	199.0	0.0
4	0.12607598702112835	20696	5174	2789.9376192721716	-1639.6843	142.62442	-1332.5337	-1886.689	199.0	0.0
